HikariCP,https://github.com/brettwooldridge/HikariCP.git
Hipster-pom,https://github.com/citiususc/hipster.git
Initializr,https://github.com/spring-io/initializr.git
JaCoCo,https://github.com/jacoco/jacoco.git
JDBDT,https://github.com/edrdo/jdbdt.git
Jdk9,http://hg.openjdk.java.net/jdk9/jdk9
Jhipster,https://github.com/jhipster/jhipster.git
Jhipster-sample-app,https://github.com/jhipster/jhipster-sample-app.git
JIRA Plugin for SonarQube,https://github.com/SonarCommunity/sonar-jira.git
JmxTrans - parent project,https://github.com/jmxtrans/jmxtrans.git
Jooq,https://github.com/jOOQ/jOOQ.git
JSR 354 (Money and Currency API),https://github.com/JavaMoney/jsr354-api.git
JUnit,https://github.com/junit-team/junit4.git
L10n :: French Pack,https://github.com/SonarCommunity/sonar-l10n-fr.git
L10n :: Korean Pack,https://github.com/SonarCommunity/sonar-l10n-ko.git
L10n :: Portuguese Pack,https://github.com/SonarCommunity/sonar-l10n-pt.git
Lightblue-audit-hook,https://github.com/lightblue-platform/lightblue-audit-hook.git
Lightblue-core,https://github.com/lightblue-platform/lightblue-core.git
Markdown4j,http://jdcasey@github.com/jdcasey/markdown4j.git
Maven hpi Plugin,git://git.eclipse.org/gitroot/hudson/org.eclipse.hudson.maven-hpi-plugin.git
Maven Release,http://svn.apache.org/repos/asf/maven/release/trunk
Moneta (JSR 354 RI),https://github.com/JavaMoney/jsr354-ri.git
Mp3agic,https://github.com/mpatric/mp3agic.git
OPS4J Pax Logging (Build POM),https://github.com/ops4j/org.ops4j.pax.logging.git
PageObject library,https://github.com/lkwg82/de.lgohlke.selenium-pageobjects.git
PHP,https://github.com/SonarSource/sonar-php.git
Pippo Parent,https://github.com/decebals/pippo.git
Polyforms Framework,https://github.com/Polyforms/Polyforms.git
Python,https://github.com/SonarSource/sonar-python.git
QualInsight Cobertura Mojo,https://github.com/QualInsight/qualinsight-mojo-cobertura.git
Restcomm Sip Servlets,https://github.com/RestComm/sip-servlets.git
Silencio,https://github.com/damianszczepanik/silencio.git
Simple-spring-memcached-parent,https://github.com/ragnor/simple-spring-memcached.git
Sonar :: Issues Report :: Plugin,https://github.com/SonarCommunity/sonar-issues-report.git
Sonar :: Update Center,https://github.com/SonarSource/sonar-update-center.git
Sonar Branding Plugin,https://github.com/SonarCommunity/sonar-branding.git
Sonar Build Stability Plugin,https://github.com/SonarCommunity/sonar-build-stability.git
Sonar Clover Plugin,https://github.com/SonarSource/sonar-clover.git
Sonar Crowd Plugin,https://github.com/SonarCommunity/sonar-crowd.git
Sonar Erlang,https://github.com/SonarCommunity/sonar-erlang.git
Sonar Google Analytics Plugin,https://github.com/SonarCommunity/sonar-google-analytics.git
Sonar JMeter Plugin (parent),https://github.com/SonarCommunity/sonar-jmeter.git
Sonar OpenID Plugin,https://github.com/SonarCommunity/sonar-openid
Sonar Pitest Plugin,https://github.com/SonarCommunity/sonar-pitest.git
Sonar Timeline plugin,https://github.com/SonarCommunity/sonar-timeline.git
Sonar Total Quality Plugin,https://github.com/SonarCommunity/sonar-total-quality.git
Sonar Toxicity Chart Plugin,https://github.com/SonarCommunity/sonar-toxicitychart.git
Sonar Trac Plugin,https://github.com/SonarCommunity/sonar-trac.git
Sonar Useless Code Tracker Plugin,https://github.com/SonarCommunity/sonar-useless-code-tracker.git
Sonarcpp,https://${GITHUB_TOKEN}@github.com/SonarSource/sonar-cpp.git
Sonargraph 7 SonarQube Plugin,https://github.com/SonarCommunity/sonar-sonargraph.git
Sonargroovy,https://github.com/SonarSource/sonar-groovy.git
Sonarjava,https://github.com/SonarSource/sonar-java.git
Sonar-persistit,https://github.com/SonarSource/sonar-persistit.git
Sonarqube,https://github.com/SonarSource/sonarqube.git
SonarQube Android Lint Plugin,https://github.com/SonarCommunity/sonar-android.git
SonarQube Clirr Plugin,https://github.com/SonarCommunity/sonar-clirr.git
SonarQube Cobertura Plugin,https://github.com/SonarCommunity/sonar-cobertura.git
SonarQube CSS Plugin,https://github.com/SonarQubeCommunity/sonar-css.git
SonarQube Findbugs Plugin,https://github.com/SonarSource/sonar-findbugs.git
SonarQube Issue Assign Plugin,https://github.com/SonarCommunity/sonar-issue-assign.git
SonarQube LDAP,https://github.com/SonarSource/sonar-ldap.git
SonarQube Motion Chart Plugin,https://github.com/SonarCommunity/sonar-motion-chart.git
SonarQube Scanner API - Parent,https://github.com/SonarSource/sonar-scanner-api.git
SonarQube Scanner for Ant,https://github.com/SonarSource/sonar-scanner-ant.git
SonarQube StyleCop Plugin,https://github.com/SonarCommunity/sonar-stylecop.git
SonarSource :: Language Recognizer,https://github.com/SonarSource/sslr.git
SonarSource :: Language Recognizer :: Squid Bridge,https://github.com/SonarSource/sslr-squid-bridge.git
SonarSource JavaScript,https://github.com/SonarSource/SonarJS.git
Spark,https://github.com/perwendel/spark.git
Spojo,https://sWoRm@github.com/sWoRm/Spojo.git
Spring-petclinic,https://github.com/spring-projects/spring-petclinic.git
Spring-velocity-support,https://github.com/alibaba/spring-velocity-support.git
Stapler Parent,git://git.eclipse.org/gitroot/hudson/org.eclipse.hudson.stapler.git
SVG Badges Plugin,https://github.com/QualInsight/qualinsight-plugins-sonarqube-badges.git
Symphony Java Client,https://github.com/symphonyoss/symphony-java-client.git
Tab Metrics,https://github.com/SonarCommunity/sonar-tabmetrics.git
Tomcat7,https://github.com/apache/tomcat70.git
Tomcat8,https://github.com/apache/tomcat80.git
Tomcat9,https://github.com/apache/tomcat.git
Tudu-Lists,https://github.com/jdubois/Tudu-Lists.git
Wicket Parent,http://git-wip-us.apache.org/repos/asf/wicket.git
Widget Lab,https://github.com/SonarCommunity/sonar-widget-lab.git
Wildfly_java9,https://github.com/wildfly/wildfly.git
XML,https://github.com/SonarSource/sonar-xml.git
XWiki Commons,https://github.com/xwiki/xwiki-commons.git
Xwiki-commons_master,https://github.com/xwiki/xwiki-commons.git
